"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2023,"2023-03-01","2023-03-31","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued","51","unknown","0"
2023,"2023-03-01","2023-03-31","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","5","unknown","0"
2023,"2023-03-01","2023-03-31","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued","283","unknown","3"
2023,"2023-03-01","2023-03-31","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued","405","unknown","5"
2023,"2023-03-01","2023-03-31","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued","303","unknown","4"
2023,"2023-03-01","2023-03-31","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","23","unknown","0"
2023,"2023-03-01","2023-03-31","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued","6","unknown","1"
2023,"2023-03-01","2023-03-31","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued","13","unknown","0"
2023,"2023-03-01","2023-03-31","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued","11","unknown","0"
2023,"2023-03-01","2023-03-31","NSW","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","2","unknown","0"
2023,"2023-03-01","2023-03-31","NSW","Remote Australia","26-39","mobile_phone_use","Police issued","2","unknown","0"
2023,"2023-03-01","2023-03-31","NSW","Unknown","Unknown","mobile_phone_use","Fixed or mobile camera","20102","unknown","unknown"
2023,"2023-03-01","2023-03-31","NT","Unknown","17-25","mobile_phone_use","Police issued","4","0","0"
2023,"2023-03-01","2023-03-31","NT","Unknown","26-39","mobile_phone_use","Police issued","6","0","0"
2023,"2023-03-01","2023-03-31","NT","Unknown","40-64","mobile_phone_use","Police issued","5","0","0"
2023,"2023-03-01","2023-03-31","NT","Unknown","65 and over","mobile_phone_use","Police issued","0","0","2"
2023,"2023-03-01","2023-03-31","SA","Unknown","0-16","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-03-01","2023-03-31","SA","Unknown","17-25","mobile_phone_use","Police issued","153","unknown","unknown"
2023,"2023-03-01","2023-03-31","SA","Unknown","26-39","mobile_phone_use","Police issued","228","unknown","unknown"
2023,"2023-03-01","2023-03-31","SA","Unknown","40-64","mobile_phone_use","Police issued","198","unknown","unknown"
2023,"2023-03-01","2023-03-31","SA","Unknown","65 and over","mobile_phone_use","Police issued","34","unknown","unknown"
2023,"2023-03-01","2023-03-31","SA","Unknown","Unknown","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-03-01","2023-03-31","TAS","Unknown","17-25","mobile_phone_use","Police issued","44","unknown","1"
2023,"2023-03-01","2023-03-31","TAS","Unknown","26-39","mobile_phone_use","Police issued","44","unknown","2"
2023,"2023-03-01","2023-03-31","TAS","Unknown","40-64","mobile_phone_use","Police issued","34","unknown","0"
2023,"2023-03-01","2023-03-31","TAS","Unknown","65 and over","mobile_phone_use","Police issued","6","unknown","0"
2023,"2023-03-01","2023-03-31","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued","55","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued","74","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued","53","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","9","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","0-16","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued","309","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued","646","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued","536","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","59","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Major Cities of Australia","Unknown","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued","11","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued","29","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued","15","unknown","unknown"
2023,"2023-03-01","2023-03-31","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","3","unknown","unknown"
2023,"2023-03-01","2023-03-31","WA","Unknown","17-25","mobile_phone_use","Police issued","76","unknown","unknown"
2023,"2023-03-01","2023-03-31","WA","Unknown","17-25","mobile_phone_use","Unknown","unknown","0","3"
2023,"2023-03-01","2023-03-31","WA","Unknown","26-39","mobile_phone_use","Police issued","184","unknown","unknown"
2023,"2023-03-01","2023-03-31","WA","Unknown","26-39","mobile_phone_use","Unknown","unknown","0","12"
2023,"2023-03-01","2023-03-31","WA","Unknown","40-64","mobile_phone_use","Police issued","166","unknown","unknown"
2023,"2023-03-01","2023-03-31","WA","Unknown","40-64","mobile_phone_use","Unknown","unknown","0","4"
2023,"2023-03-01","2023-03-31","WA","Unknown","65 and over","mobile_phone_use","Police issued","21","unknown","unknown"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","0-16","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued","7","unknown","unknown"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued","11","unknown","unknown"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued","6","unknown","unknown"
2023,"2023-04-01","2023-04-30","ACT","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","0-16","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued","39","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued","68","unknown","1"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued","38","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","5","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","0-16","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued","348","unknown","2"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued","384","unknown","6"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued","257","unknown","2"
2023,"2023-04-01","2023-04-30","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","31","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued","4","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued","9","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued","6","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Unknown","17-25","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-04-01","2023-04-30","NSW","Unknown","Unknown","mobile_phone_use","Fixed or mobile camera","16973","unknown","unknown"
2023,"2023-04-01","2023-04-30","NSW","Very Remote Australia","17-25","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-04-01","2023-04-30","NT","Unknown","17-25","mobile_phone_use","Police issued","2","0","0"
2023,"2023-04-01","2023-04-30","NT","Unknown","26-39","mobile_phone_use","Police issued","11","0","0"
2023,"2023-04-01","2023-04-30","NT","Unknown","40-64","mobile_phone_use","Police issued","3","0","0"
2023,"2023-04-01","2023-04-30","NT","Unknown","65 and over","mobile_phone_use","Police issued","0","0","1"
2023,"2023-04-01","2023-04-30","SA","Unknown","0-16","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-04-01","2023-04-30","SA","Unknown","17-25","mobile_phone_use","Police issued","122","unknown","unknown"
2023,"2023-04-01","2023-04-30","SA","Unknown","26-39","mobile_phone_use","Police issued","184","unknown","unknown"
2023,"2023-04-01","2023-04-30","SA","Unknown","40-64","mobile_phone_use","Police issued","135","unknown","unknown"
2023,"2023-04-01","2023-04-30","SA","Unknown","65 and over","mobile_phone_use","Police issued","25","unknown","unknown"
2023,"2023-04-01","2023-04-30","SA","Unknown","Unknown","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-04-01","2023-04-30","TAS","Unknown","17-25","mobile_phone_use","Police issued","32","unknown","2"
2023,"2023-04-01","2023-04-30","TAS","Unknown","26-39","mobile_phone_use","Police issued","70","unknown","1"
2023,"2023-04-01","2023-04-30","TAS","Unknown","40-64","mobile_phone_use","Police issued","44","unknown","0"
2023,"2023-04-01","2023-04-30","TAS","Unknown","65 and over","mobile_phone_use","Police issued","4","unknown","0"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued","21","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued","56","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued","68","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","7","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued","232","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued","608","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued","455","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","60","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","Unknown","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued","5","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued","9","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued","6","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Unknown","26-39","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-04-01","2023-04-30","VIC","Unknown","40-64","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","17-25","mobile_phone_use","Police issued","63","unknown","unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","17-25","mobile_phone_use","Unknown","unknown","0","2"
2023,"2023-04-01","2023-04-30","WA","Unknown","26-39","mobile_phone_use","Police issued","136","unknown","unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","26-39","mobile_phone_use","Unknown","unknown","0","2"
2023,"2023-04-01","2023-04-30","WA","Unknown","40-64","mobile_phone_use","Police issued","90","unknown","unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","40-64","mobile_phone_use","Unknown","unknown","0","3"
2023,"2023-04-01","2023-04-30","WA","Unknown","65 and over","mobile_phone_use","Police issued","12","unknown","unknown"
2023,"2023-04-01","2023-04-30","WA","Unknown","65 and over","mobile_phone_use","Unknown","unknown","0","1"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","0-16","mobile_phone_use","Police issued","3","unknown","unknown"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued","5","unknown","unknown"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued","9","unknown","unknown"
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued","8","unknown","unknown"
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","0-16","mobile_phone_use","Police issued","2","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued","36","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued","47","unknown","2"
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued","35","unknown","2"
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","8","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued","330","unknown","6"
2023,"2023-05-01","2023-05-31","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued","356","unknown","3"
2023,"2023-05-01","2023-05-31","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued","267","unknown","2"
2023,"2023-05-01","2023-05-31","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","40","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Outer Regional Australia","0-16","mobile_phone_use","Police issued","0","unknown","1"
2023,"2023-05-01","2023-05-31","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued","3","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued","13","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued","9","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Remote Australia","26-39","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Remote Australia","65 and over","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Unknown","17-25","mobile_phone_use","Police issued","2","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Unknown","26-39","mobile_phone_use","Police issued","2","unknown","0"
2023,"2023-05-01","2023-05-31","NSW","Unknown","Unknown","mobile_phone_use","Fixed or mobile camera","19048","unknown","unknown"
2023,"2023-05-01","2023-05-31","NT","Unknown","17-25","mobile_phone_use","Police issued","4","0","0"
2023,"2023-05-01","2023-05-31","NT","Unknown","26-39","mobile_phone_use","Police issued","10","0","0"
2023,"2023-05-01","2023-05-31","NT","Unknown","40-64","mobile_phone_use","Police issued","3","0","0"
2023,"2023-05-01","2023-05-31","NT","Unknown","65 and over","mobile_phone_use","Police issued","1","0","1"
2023,"2023-05-01","2023-05-31","SA","Unknown","0-16","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-05-01","2023-05-31","SA","Unknown","17-25","mobile_phone_use","Police issued","105","unknown","unknown"
2023,"2023-05-01","2023-05-31","SA","Unknown","26-39","mobile_phone_use","Police issued","194","unknown","unknown"
2023,"2023-05-01","2023-05-31","SA","Unknown","40-64","mobile_phone_use","Police issued","187","unknown","unknown"
2023,"2023-05-01","2023-05-31","SA","Unknown","65 and over","mobile_phone_use","Police issued","20","unknown","unknown"
2023,"2023-05-01","2023-05-31","SA","Unknown","Unknown","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-05-01","2023-05-31","TAS","Unknown","17-25","mobile_phone_use","Police issued","29","unknown","1"
2023,"2023-05-01","2023-05-31","TAS","Unknown","26-39","mobile_phone_use","Police issued","68","unknown","1"
2023,"2023-05-01","2023-05-31","TAS","Unknown","40-64","mobile_phone_use","Police issued","42","unknown","0"
2023,"2023-05-01","2023-05-31","TAS","Unknown","65 and over","mobile_phone_use","Police issued","6","unknown","0"
2023,"2023-05-01","2023-05-31","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued","30","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued","93","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued","62","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","12","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued","252","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued","518","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued","405","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","42","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Major Cities of Australia","Unknown","mobile_phone_use","Police issued","3","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued","10","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued","21","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued","10","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Unknown","17-25","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-05-01","2023-05-31","VIC","Unknown","26-39","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-05-01","2023-05-31","WA","Unknown","17-25","mobile_phone_use","Police issued","69","unknown","unknown"
2023,"2023-05-01","2023-05-31","WA","Unknown","17-25","mobile_phone_use","Unknown","unknown","0","1"
2023,"2023-05-01","2023-05-31","WA","Unknown","26-39","mobile_phone_use","Police issued","171","unknown","unknown"
2023,"2023-05-01","2023-05-31","WA","Unknown","26-39","mobile_phone_use","Unknown","unknown","0","6"
2023,"2023-05-01","2023-05-31","WA","Unknown","40-64","mobile_phone_use","Police issued","121","unknown","unknown"
2023,"2023-05-01","2023-05-31","WA","Unknown","40-64","mobile_phone_use","Unknown","unknown","0","3"
2023,"2023-05-01","2023-05-31","WA","Unknown","65 and over","mobile_phone_use","Police issued","17","unknown","unknown"
2023,"2023-05-01","2023-05-31","WA","Unknown","65 and over","mobile_phone_use","Unknown","unknown","0","1"
2023,"2023-06-01","2023-06-30","ACT","Major Cities of Australia","0-16","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-06-01","2023-06-30","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued","5","unknown","unknown"
2023,"2023-06-01","2023-06-30","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued","9","unknown","unknown"
2023,"2023-06-01","2023-06-30","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued","7","unknown","unknown"
2023,"2023-06-01","2023-06-30","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued","48","unknown","1"
2023,"2023-06-01","2023-06-30","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued","71","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued","60","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","6","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued","338","unknown","1"
2023,"2023-06-01","2023-06-30","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued","401","unknown","7"
2023,"2023-06-01","2023-06-30","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued","333","unknown","4"
2023,"2023-06-01","2023-06-30","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","24","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued","5","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued","6","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued","12","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Remote Australia","26-39","mobile_phone_use","Police issued","2","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Unknown","17-25","mobile_phone_use","Police issued","2","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Unknown","40-64","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-06-01","2023-06-30","NSW","Unknown","Unknown","mobile_phone_use","Fixed or mobile camera","16286","unknown","unknown"
2023,"2023-06-01","2023-06-30","NSW","Very Remote Australia","40-64","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-06-01","2023-06-30","NT","Unknown","17-25","mobile_phone_use","Police issued","1","0","1"
2023,"2023-06-01","2023-06-30","NT","Unknown","26-39","mobile_phone_use","Police issued","2","0","0"
2023,"2023-06-01","2023-06-30","NT","Unknown","40-64","mobile_phone_use","Police issued","6","0","0"
2023,"2023-06-01","2023-06-30","NT","Unknown","65 and over","mobile_phone_use","Police issued","0","1","1"
2023,"2023-06-01","2023-06-30","SA","Unknown","0-16","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-06-01","2023-06-30","SA","Unknown","17-25","mobile_phone_use","Police issued","102","unknown","unknown"
2023,"2023-06-01","2023-06-30","SA","Unknown","26-39","mobile_phone_use","Police issued","182","unknown","unknown"
2023,"2023-06-01","2023-06-30","SA","Unknown","40-64","mobile_phone_use","Police issued","131","unknown","unknown"
2023,"2023-06-01","2023-06-30","SA","Unknown","65 and over","mobile_phone_use","Police issued","20","unknown","unknown"
2023,"2023-06-01","2023-06-30","SA","Unknown","Unknown","mobile_phone_use","Police issued","0","unknown","unknown"
2023,"2023-06-01","2023-06-30","TAS","Unknown","17-25","mobile_phone_use","Police issued","29","unknown","1"
2023,"2023-06-01","2023-06-30","TAS","Unknown","26-39","mobile_phone_use","Police issued","54","unknown","0"
2023,"2023-06-01","2023-06-30","TAS","Unknown","40-64","mobile_phone_use","Police issued","44","unknown","0"
2023,"2023-06-01","2023-06-30","TAS","Unknown","65 and over","mobile_phone_use","Police issued","6","unknown","0"
2023,"2023-06-01","2023-06-30","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued","24","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued","61","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued","37","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","4","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued","196","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued","465","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued","381","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","37","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued","6","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued","13","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued","11","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","2","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Unknown","17-25","mobile_phone_use","Police issued","3","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Unknown","26-39","mobile_phone_use","Police issued","6","unknown","unknown"
2023,"2023-06-01","2023-06-30","VIC","Unknown","40-64","mobile_phone_use","Police issued","6","unknown","unknown"
2023,"2023-06-01","2023-06-30","WA","Unknown","17-25","mobile_phone_use","Police issued","63","unknown","unknown"
2023,"2023-06-01","2023-06-30","WA","Unknown","17-25","mobile_phone_use","Unknown","unknown","0","5"
2023,"2023-06-01","2023-06-30","WA","Unknown","26-39","mobile_phone_use","Police issued","124","unknown","unknown"
2023,"2023-06-01","2023-06-30","WA","Unknown","26-39","mobile_phone_use","Unknown","unknown","0","1"
2023,"2023-06-01","2023-06-30","WA","Unknown","40-64","mobile_phone_use","Police issued","103","unknown","unknown"
2023,"2023-06-01","2023-06-30","WA","Unknown","40-64","mobile_phone_use","Unknown","unknown","0","4"
2023,"2023-06-01","2023-06-30","WA","Unknown","65 and over","mobile_phone_use","Police issued","13","unknown","unknown"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued","10","unknown","unknown"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued","8","unknown","unknown"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued","6","unknown","unknown"
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","1","unknown","unknown"
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued","38","unknown","1"
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued","41","unknown","0"
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued","26","unknown","0"
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued","4","unknown","0"
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued","253","unknown","3"
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued","316","unknown","6"
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued","260","unknown","2"
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued","19","unknown","0"
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued","5","unknown","0"
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued","8","unknown","0"
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued","5","unknown","0"
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","65 and over","mobile_phone_use","Police issued","2","unknown","0"
2023,"2023-07-01","2023-07-31","NSW","Remote Australia","17-25","mobile_phone_use","Police issued","0","unknown","1"
2023,"2023-07-01","2023-07-31","NSW","Remote Australia","40-64","mobile_phone_use","Police issued","1","unknown","0"
2023,"2023-07-01","2023-07-31","NSW","Unknown","Unknown","mobile_phone_use","Fixed or mobile camera","16377","unknown","unknown"
